Age,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Mood Score,Stress Level,Year,Month,Day,Gender_Male,Gender_Other,Productivity Class
46,22.73,3.36,4.63,6,62,79,27,8.661740163225772,2,5,2024,4,2,0.0,1.0,1
53,21.28,3.21,5.93,3,18,163,117,9.798571359068072,4,5,2024,3,17,0.0,0.0,1
46,22.83,4.16,5.33,4,27,194,137,7.544339460358912,4,6,2024,1,3,0.0,1.0,0
28,20.43,4.58,8.15,7,14,9,178,6.237486858262357,6,2,2024,11,22,0.0,0.0,1
42,21.73,6.1,8.37,10,25,223,111,5.51926005414005,9,5,2024,8,17,0.0,1.0,0
54,20.62,3.47,6.85,6,40,152,45,11.209028864589854,10,1,2024,8,25,0.0,0.0,0
53,23.83,4.76,4.93,5,33,218,137,8.821608601110377,4,9,2024,1,3,0.0,1.0,0
33,21.13,2.39,5.26,3,21,47,113,7.528605459246002,6,9,2024,9,11,0.0,1.0,0
20,20.08,4.77,8.69,10,81,120,134,9.625883091092112,4,9,2024,2,16,0.0,1.0,0
55,23.67,4.73,5.06,6,20,122,32,11.217392958363211,6,5,2024,12,10,0.0,1.0,0
57,23.65,5.48,5.83,6,53,185,139,8.051205836781767,4,1,2024,5,30,0.0,0.0,0
37,20.35,1.96,5.61,10,26,187,161,10.96052282990008,7,7,2024,4,30,1.0,0.0,0
58,23.22,6.05,6.83,10,50,154,167,10.190858974653777,7,9,2024,11,12,0.0,1.0,1
47,23.87,6.41,6.54,9,78,280,148,6.430904613050724,7,5,2024,1,18,1.0,0.0,1
28,20.4,4.42,8.02,2,74,143,95,7.575233270522897,5,8,2024,6,25,1.0,0.0,1
39,22.07,4.94,6.88,7,7,275,58,7.797644284845702,10,3,2024,11,21,1.0,0.0,1
19,22.72,7.88,9.17,7,50,231,103,6.9010334002961145,1,6,2024,10,1,0.0,0.0,1
31,20.08,3.88,7.8,3,8,105,64,6.230660409050705,7,8,2024,1,20,0.0,1.0,0
54,22.9,4.24,5.34,5,80,173,108,4.589636942750536,2,6,2024,5,2,0.0,0.0,0
39,21.68,6.41,8.73,4,36,211,5,8.298218862586415,5,3,2024,4,26,0.0,1.0,0
51,20.37,4.33,7.97,10,75,230,2,8.494555624393904,10,9,2024,3,17,1.0,0.0,1
18,23.05,8.32,9.27,6,66,231,129,9.341142585788427,9,5,2024,10,16,1.0,0.0,0
46,23.22,6.07,6.85,2,52,289,124,11.17903104781042,4,10,2024,4,10,0.0,1.0,0
18,21.15,3.38,6.23,8,20,200,92,8.151263271556086,9,4,2024,2,9,0.0,1.0,0
38,21.2,3.83,6.63,6,48,2,165,11.933355305867178,7,6,2024,9,14,0.0,0.0,0
39,21.15,2.13,4.98,2,41,233,179,11.95501453203966,10,9,2024,6,1,0.0,1.0,1
38,20.97,2.38,5.42,4,10,254,85,10.545714458571634,4,6,2024,10,6,1.0,0.0,1
37,22.3,3.57,5.27,5,13,227,69,10.329376266407737,6,2,2024,5,30,1.0,0.0,0
23,20.37,3.31,6.94,4,72,86,67,11.345691548027451,2,9,2024,7,22,0.0,1.0,1
58,23.07,6.67,7.6,1,82,108,100,11.637473460122983,10,10,2024,3,11,0.0,1.0,0
40,20.85,2.2,5.35,9,78,6,132,5.0768402761506914,2,5,2024,4,5,0.0,1.0,1
49,23.98,8.96,8.98,5,3,209,44,8.844821798405723,9,3,2024,1,3,0.0,0.0,0
37,21.37,4.15,6.78,6,0,20,175,10.07347200824116,5,7,2024,12,14,0.0,0.0,1
35,22.82,7.44,8.62,10,52,44,169,5.951887564403128,3,8,2024,6,16,1.0,0.0,0
23,20.37,4.8,8.43,5,42,211,81,4.55083251594759,1,3,2024,3,31,1.0,0.0,1
34,23.7,8.94,9.24,4,8,85,52,9.043753741038811,1,1,2024,7,27,1.0,0.0,0
34,21.7,4.48,6.78,7,71,169,101,8.099097880760183,5,1,2024,3,7,1.0,0.0,1
55,22.85,8.14,9.29,8,44,204,8,5.096625339986566,8,10,2024,10,10,0.0,1.0,1
30,23.92,7.89,7.98,1,13,35,149,10.9975173125885,2,9,2024,6,28,1.0,0.0,0
48,20.42,2.89,6.48,4,37,257,53,7.916894116821194,8,6,2024,12,11,1.0,0.0,0
51,23.52,7.92,8.4,8,36,230,35,4.944961065057406,6,9,2024,8,4,1.0,0.0,0
48,23.77,9.05,9.28,2,60,237,35,6.331962502510335,7,1,2024,7,9,0.0,0.0,0
32,23.88,8.32,8.43,6,4,91,0,10.0338721367134,9,3,2024,2,7,0.0,0.0,0
54,23.97,9.42,9.46,6,56,119,95,5.457247233781083,9,10,2024,4,11,0.0,0.0,0
42,22.12,3.95,5.83,1,27,21,98,8.833527297795534,9,6,2024,7,12,0.0,1.0,0
54,23.8,6.23,6.43,3,22,147,108,7.213630921753005,1,7,2024,12,26,0.0,0.0,1
35,21.03,2.48,5.45,7,86,142,126,6.346160972949237,6,5,2024,5,5,1.0,0.0,0
23,21.08,5.55,8.47,4,18,269,64,7.752860460038589,7,7,2024,3,22,1.0,0.0,1
33,22.28,7.32,9.04,10,55,68,119,11.887126809538664,8,10,2024,8,18,0.0,1.0,1
55,23.92,7.83,7.91,9,48,199,40,8.237597865279973,10,8,2024,9,28,0.0,0.0,1
45,22.9,5.07,6.17,2,45,259,149,10.985881654536971,2,9,2024,3,29,0.0,1.0,1
26,22.08,4.1,6.01,4,75,151,90,6.827774477570118,3,4,2024,4,4,0.0,1.0,0
58,22.97,4.13,5.16,6,14,219,16,4.7063773573335625,3,3,2024,10,12,0.0,0.0,1
48,21.45,3.77,6.32,4,20,282,82,5.4760334391610686,1,4,2024,9,5,0.0,1.0,0
30,21.15,2.78,5.63,6,18,73,9,8.363220520191906,9,2,2024,8,20,0.0,0.0,1
47,23.28,4.81,5.52,3,40,139,147,8.15803323313106,5,8,2024,10,21,0.0,0.0,0
59,23.35,6.86,7.51,2,7,246,147,5.391609116620264,2,7,2024,2,10,0.0,1.0,1
59,20.68,4.44,7.76,7,64,181,107,9.980951954690886,3,10,2024,9,1,0.0,1.0,1
42,22.33,4.42,6.09,9,37,36,121,6.591334867941537,5,9,2024,8,28,0.0,1.0,0
48,22.72,4.48,5.77,1,65,57,28,10.057058466386586,1,5,2024,6,10,0.0,1.0,0
31,23.65,4.63,4.98,1,63,71,144,7.852796663208557,8,7,2024,4,24,0.0,1.0,1
43,22.02,7.1,9.08,5,47,282,151,4.380225751404069,5,5,2024,12,9,0.0,0.0,0
44,23.43,4.7,5.27,7,60,147,99,9.770822729988248,2,9,2024,9,17,1.0,0.0,1
35,20.55,4.66,8.11,4,37,69,115,4.826205035146308,1,2,2024,10,25,0.0,1.0,0
44,22.92,8.01,9.09,8,71,113,90,8.678314704687246,1,4,2024,2,4,1.0,0.0,1
46,23.6,7.78,8.18,10,52,87,126,5.956612803885787,4,9,2024,3,8,0.0,0.0,1
31,20.13,3.3,7.17,1,43,229,164,5.026347939766441,7,3,2024,9,20,1.0,0.0,0
49,20.9,3.0,6.1,5,88,254,76,11.051497399538793,8,9,2024,9,12,0.0,0.0,1
44,20.5,3.85,7.35,6,74,173,123,5.2378246012108685,3,6,2024,3,4,1.0,0.0,1
49,22.02,5.7,7.68,7,11,291,91,9.41554503365553,3,2,2024,10,27,0.0,1.0,0
55,22.72,3.31,4.59,4,84,278,141,4.913247231909466,2,3,2024,2,7,1.0,0.0,0
19,23.02,5.09,6.08,6,88,52,18,11.539181778246402,2,3,2024,10,31,0.0,0.0,0
31,21.52,3.23,5.72,4,9,101,117,11.80003861347409,6,5,2024,8,22,0.0,0.0,0
55,20.22,3.29,7.07,1,45,173,163,9.789168182740369,6,9,2024,3,19,1.0,0.0,1
31,22.93,7.76,8.83,3,33,48,63,7.151375269557375,5,10,2024,10,26,0.0,0.0,1
50,22.98,8.34,9.35,8,36,284,136,6.280021839608238,4,4,2024,11,13,1.0,0.0,1
25,23.37,4.39,5.03,8,13,79,102,4.4913286589726304,3,9,2024,10,5,0.0,0.0,0
25,20.33,4.13,7.8,5,17,28,134,10.409648048416784,6,4,2024,5,3,1.0,0.0,1
26,23.65,4.59,4.94,1,21,49,26,8.64031134172123,7,10,2024,11,6,1.0,0.0,0
38,22.25,4.83,6.58,5,54,296,5,9.8516364662978,5,7,2024,7,9,1.0,0.0,0
39,20.3,4.81,8.51,5,62,85,83,7.7687900419434595,8,3,2024,10,8,0.0,0.0,1
50,21.47,4.72,7.25,8,12,14,54,10.619513867032456,4,5,2024,9,5,1.0,0.0,0
42,21.97,5.39,7.42,7,31,295,96,5.313779081438949,9,10,2024,2,5,1.0,0.0,0
59,21.82,5.89,8.07,10,47,184,8,7.439959307674945,3,2,2024,8,10,0.0,0.0,1
20,20.65,5.77,9.12,6,32,108,109,9.125572510016497,6,2,2024,12,11,0.0,1.0,1
35,21.08,5.05,7.97,9,76,276,54,9.100517484342884,3,5,2024,4,22,0.0,0.0,0
53,20.73,5.83,9.09,9,37,142,156,7.916952353047529,1,5,2024,9,8,0.0,0.0,1
41,23.97,4.78,4.81,7,9,64,132,4.219941263060455,5,3,2024,11,29,1.0,0.0,0
45,23.43,8.48,9.05,2,31,115,173,7.989197160070794,6,2,2024,3,27,1.0,0.0,1
38,20.98,2.49,5.51,1,38,189,89,10.584917774052272,6,9,2024,12,19,0.0,0.0,1
39,23.7,6.68,6.98,1,75,148,5,9.771087032872284,10,8,2024,3,22,1.0,0.0,0
46,20.52,3.48,6.96,10,48,86,83,4.995726359048832,9,9,2024,8,16,1.0,0.0,1
59,23.33,6.42,7.08,5,7,222,144,9.547799135276351,5,3,2024,7,31,0.0,1.0,0
42,23.02,7.44,8.42,8,85,129,93,7.206327559875949,4,9,2024,2,13,1.0,0.0,0
19,20.47,2.77,6.3,6,27,139,36,10.809130553927226,2,10,2024,7,9,0.0,0.0,1
20,20.92,4.61,7.69,8,27,5,60,8.94330347739736,5,2,2024,11,5,0.0,0.0,0
33,20.43,2.07,5.64,5,85,140,79,6.231942780002163,3,4,2024,7,21,0.0,0.0,1
23,23.75,6.14,6.39,4,33,12,170,4.2635683097005455,7,4,2024,5,22,1.0,0.0,0
44,21.48,3.27,5.78,7,47,54,16,4.144701655083892,4,4,2024,11,2,0.0,0.0,1
52,23.23,8.2,8.96,7,11,226,62,9.936635298271526,8,6,2024,9,15,0.0,0.0,0
39,21.28,1.88,4.59,5,15,168,18,4.913683377552947,6,1,2024,11,1,0.0,1.0,0
22,22.17,6.77,8.61,8,87,96,131,5.623779021472466,10,1,2024,2,4,1.0,0.0,1
42,21.03,3.92,6.89,3,28,280,27,5.8361729458764495,2,6,2024,3,4,0.0,1.0,1
42,21.27,3.76,6.49,6,9,140,41,10.267997742716986,1,7,2024,12,15,0.0,0.0,1
44,22.3,3.77,5.47,9,51,165,76,7.61239998610554,9,9,2024,9,17,0.0,0.0,0
39,20.48,2.89,6.4,9,85,168,130,7.751283881454509,1,9,2024,2,4,1.0,0.0,1
23,22.38,6.57,8.19,8,45,245,76,11.370109698504766,5,8,2024,12,9,1.0,0.0,1
29,20.33,4.76,8.42,10,34,101,175,4.37085013066118,8,9,2024,10,8,1.0,0.0,0
40,22.9,4.23,5.33,4,40,231,110,9.96023432246692,9,6,2024,10,5,0.0,1.0,0
28,21.03,3.43,6.4,2,3,97,101,8.030684299203033,6,6,2024,7,31,0.0,1.0,1
49,23.42,4.9,5.49,4,35,260,177,7.373814365498522,1,3,2024,2,6,0.0,1.0,1
21,23.87,6.22,6.35,8,73,5,75,6.887148302460706,4,3,2024,11,5,1.0,0.0,0
39,23.47,8.22,8.75,8,2,84,172,7.223912752695331,4,2,2024,10,7,0.0,0.0,1
19,22.35,5.29,6.94,4,19,46,0,6.9480313462871885,1,5,2024,4,6,1.0,0.0,0
31,21.68,2.99,5.31,9,35,34,138,5.620480543475541,7,6,2024,1,10,0.0,1.0,1
41,21.65,5.13,7.48,9,85,257,23,9.85699149906366,9,10,2024,7,24,1.0,0.0,0
24,20.73,4.08,7.35,7,13,173,100,7.574863736303029,8,7,2024,4,3,1.0,0.0,0
46,22.67,3.18,4.51,4,33,56,32,9.2200072115019,1,4,2024,1,17,0.0,1.0,0
50,21.35,4.8,7.45,5,40,172,60,9.789295425757455,1,3,2024,4,10,0.0,1.0,1
29,20.25,3.56,7.31,2,75,117,97,4.287789197595053,2,3,2024,9,30,0.0,1.0,0
39,21.02,5.86,8.84,6,48,135,135,7.261489332252645,5,8,2024,11,5,0.0,1.0,0
52,21.88,5.08,7.19,5,58,158,5,5.979504921394093,4,9,2024,11,29,1.0,0.0,0
57,20.8,5.86,9.06,10,63,97,79,5.027317566363516,9,4,2024,6,12,0.0,0.0,1
56,20.67,1.64,4.98,7,67,6,96,9.48755988985393,3,5,2024,3,19,0.0,1.0,0
40,21.4,6.39,8.99,7,44,206,51,9.210719500636392,8,1,2024,5,12,1.0,0.0,0
36,21.45,5.33,7.88,5,62,6,87,6.448473165231213,8,7,2024,3,17,0.0,0.0,1
27,20.32,4.59,8.28,7,85,98,114,8.526631174542377,6,1,2024,6,19,0.0,1.0,1
42,22.62,5.7,7.08,2,81,245,136,9.812226392029576,1,7,2024,9,6,0.0,1.0,1
51,23.42,6.13,6.71,8,53,58,172,9.898615241541169,10,6,2024,12,24,0.0,0.0,1
29,22.95,8.21,9.26,6,72,249,56,7.736073661050571,4,9,2024,2,26,0.0,0.0,0
39,21.22,2.28,5.06,7,76,23,34,6.766017816085648,10,6,2024,2,23,1.0,0.0,1
36,23.58,8.18,8.59,10,74,130,127,4.9743126620664775,3,2,2024,10,16,0.0,1.0,0
46,23.15,5.72,6.57,6,20,162,82,9.104416871645846,3,4,2024,12,7,1.0,0.0,0
43,21.0,5.6,8.6,9,34,146,175,4.0514465767370655,2,4,2024,12,17,0.0,1.0,0
41,22.35,3.47,5.12,4,87,75,165,9.156029627270032,7,4,2024,10,22,1.0,0.0,0
46,22.45,6.09,7.64,4,15,251,78,9.090563247119189,8,5,2024,3,16,0.0,0.0,0
45,21.1,2.68,5.58,7,72,30,41,8.299466043426811,8,10,2024,5,1,0.0,0.0,0
23,20.72,1.98,5.27,9,39,98,36,9.14298696011871,6,2,2024,2,12,1.0,0.0,0
53,20.78,6.22,9.44,10,15,28,7,10.42646397810302,4,10,2024,7,17,0.0,1.0,1
42,20.42,3.27,6.85,6,0,29,13,6.0436849227334815,3,6,2024,4,15,1.0,0.0,0
37,23.05,8.3,9.25,7,70,32,50,5.387055566583306,10,5,2024,7,29,1.0,0.0,1
36,23.92,7.27,7.35,7,36,273,78,11.409922093057078,6,10,2024,11,30,0.0,1.0,0
30,22.1,5.85,7.75,10,27,286,51,11.480553091406746,9,6,2024,3,12,0.0,1.0,1
19,22.87,6.2,7.34,7,5,11,161,7.394728386852111,5,8,2024,9,30,1.0,0.0,0
50,21.5,6.0,8.5,4,67,144,15,4.748407860980834,5,8,2024,6,13,1.0,0.0,0
45,20.45,1.41,4.96,3,68,129,24,7.080125078905653,5,4,2024,2,6,0.0,1.0,0
29,21.38,2.49,5.1,6,16,169,146,8.040569013798848,1,6,2024,4,20,1.0,0.0,1
22,21.82,4.04,6.23,4,4,240,18,4.0628670136192655,8,9,2024,9,7,0.0,1.0,1
35,22.52,3.29,4.77,5,84,202,56,10.36750373964806,3,5,2024,4,13,0.0,1.0,0
27,23.18,7.13,7.94,1,39,192,101,4.349172029149485,8,3,2024,4,1,0.0,0.0,1
31,21.67,2.29,4.63,5,5,82,123,9.73775276071581,10,10,2024,8,15,0.0,1.0,1
47,22.05,3.99,5.94,4,49,275,120,6.727466688181313,9,3,2024,9,7,0.0,1.0,1
57,23.7,6.68,6.98,7,61,247,161,8.834460761696896,6,3,2024,4,5,0.0,1.0,1
33,21.12,1.84,4.72,5,84,272,148,9.813893351522516,2,6,2024,8,2,0.0,1.0,1
29,22.3,4.76,6.46,2,66,214,120,9.252166228745049,5,6,2024,11,14,0.0,0.0,0
38,20.28,2.19,5.91,6,79,241,87,10.389435735483056,4,1,2024,5,31,0.0,1.0,1
28,21.03,5.27,8.24,5,39,272,147,9.616740695357292,2,2,2024,12,12,1.0,0.0,0
58,23.47,5.43,5.96,3,40,144,29,5.489900903262235,7,3,2024,11,18,1.0,0.0,1
53,22.65,4.79,6.14,4,43,288,109,11.03751770428389,5,2,2024,2,6,0.0,0.0,1
21,20.82,4.47,7.66,4,87,78,177,10.841942502587688,10,8,2024,1,27,0.0,0.0,1
20,20.62,5.78,9.16,7,66,245,87,8.581093652580199,4,2,2024,1,25,1.0,0.0,0
43,23.52,6.09,6.57,6,7,169,118,5.433122110315019,10,8,2024,1,7,0.0,0.0,0
23,22.98,4.29,5.31,8,20,153,85,5.408381563417362,5,1,2024,11,20,0.0,0.0,0
41,23.32,7.62,8.31,2,13,270,60,8.61738333873782,8,10,2024,6,8,1.0,0.0,0
44,22.52,3.69,5.18,3,25,6,91,9.634850352712768,6,3,2024,9,15,1.0,0.0,0
29,22.13,2.96,4.83,4,27,207,163,11.262750175747176,5,10,2024,2,5,1.0,0.0,0
33,22.32,6.09,7.77,6,24,11,64,6.397244792909706,5,5,2024,2,19,0.0,0.0,0
21,20.9,1.46,4.56,5,23,215,146,9.001288934137452,5,1,2024,7,4,0.0,1.0,1
40,23.37,5.76,6.4,7,20,276,168,7.382583686609533,1,4,2024,10,1,1.0,0.0,1
21,20.57,3.64,7.08,2,51,98,52,10.712451597115482,10,7,2024,4,1,1.0,0.0,1
20,20.38,3.49,7.1,5,46,260,76,5.4172053264109605,9,3,2024,12,8,0.0,0.0,0
56,20.17,4.82,8.65,1,64,290,162,10.633221280595375,1,4,2024,8,10,1.0,0.0,1
21,22.95,8.01,9.06,9,21,259,127,5.9074037758295,3,3,2024,7,23,0.0,1.0,0
20,22.28,5.45,7.17,4,61,294,63,7.102865120162842,9,10,2024,10,15,1.0,0.0,0
21,20.17,5.52,9.35,10,4,180,139,7.898638045993832,10,8,2024,12,30,0.0,0.0,1
26,21.13,4.76,7.62,6,20,139,35,7.938661759258302,7,2,2024,10,8,0.0,0.0,0
18,20.22,2.29,6.07,2,63,16,178,8.327064023600812,9,4,2024,11,25,0.0,0.0,1
28,23.47,7.74,8.27,10,40,248,144,6.582028397999346,4,2,2024,7,8,1.0,0.0,1
27,20.7,4.85,8.15,1,71,272,88,10.021633155831712,5,9,2024,7,28,0.0,0.0,1
47,23.1,4.82,5.72,10,75,269,105,11.00632502779866,7,9,2024,11,28,1.0,0.0,0
43,21.2,6.01,8.81,8,72,50,40,7.558128941274658,2,1,2024,4,20,0.0,1.0,1
45,21.77,3.28,5.52,8,85,273,141,4.169472753702854,5,1,2024,9,14,0.0,0.0,0
30,22.17,6.52,8.36,2,23,167,78,11.191432454568016,6,2,2024,1,27,1.0,0.0,0
48,23.85,7.64,7.79,1,20,237,86,6.92970238828147,6,3,2024,10,30,0.0,0.0,1
24,20.65,1.61,4.96,7,83,188,91,9.162759523256652,4,3,2024,6,3,1.0,0.0,0
55,20.88,1.43,4.55,9,4,178,53,11.36524908168348,8,1,2024,2,2,1.0,0.0,0
40,22.87,4.04,5.17,9,43,196,42,6.363609728974408,5,3,2024,9,20,0.0,0.0,0
18,23.97,6.45,6.48,8,45,19,165,9.052148812595188,2,4,2024,12,25,0.0,0.0,0
18,23.13,6.09,6.96,5,16,194,37,9.063658274443776,6,6,2024,1,16,0.0,1.0,0
36,22.95,6.26,7.31,4,63,185,18,9.885700881064263,10,6,2024,6,29,0.0,1.0,0
44,23.15,8.4,9.25,2,57,129,173,6.02968100944564,1,6,2024,5,20,1.0,0.0,1
31,23.62,8.1,8.48,1,15,225,81,5.4093579952639965,4,7,2024,3,18,1.0,0.0,0
54,22.9,4.85,5.95,1,62,98,111,11.530004722909265,1,5,2024,12,1,1.0,0.0,1
20,21.47,4.26,6.8,7,78,0,55,5.592261236333667,5,6,2024,2,8,0.0,0.0,1
19,21.03,4.7,7.67,1,38,119,42,10.80506719078927,7,10,2024,7,17,0.0,0.0,0
41,21.77,4.72,6.96,10,15,61,64,11.69487640440348,3,8,2024,4,24,0.0,0.0,0
58,20.97,4.91,7.94,10,15,229,175,11.06062087287192,3,3,2024,8,28,1.0,0.0,0
20,21.57,6.79,9.22,9,34,7,11,9.908987864909976,4,3,2024,2,10,0.0,0.0,0
49,20.23,1.76,5.52,2,5,184,15,10.286201984578684,9,3,2024,10,27,0.0,0.0,0
53,21.82,6.11,8.29,5,66,281,166,4.270470638737238,8,4,2024,2,24,0.0,0.0,0
59,20.58,2.92,6.33,9,47,283,30,11.630585155445967,5,1,2024,3,20,0.0,0.0,0
59,20.42,5.51,9.1,4,15,98,177,10.063601763692738,8,1,2024,1,12,1.0,0.0,1
44,21.2,2.62,5.42,8,45,272,4,6.771796319491436,6,9,2024,1,22,1.0,0.0,1
24,22.7,4.93,6.23,8,87,60,172,9.560167642555433,2,5,2024,4,5,0.0,1.0,0
47,21.48,6.48,8.99,9,67,201,108,10.510399822551644,7,10,2024,2,14,1.0,0.0,1
48,23.17,4.43,5.26,7,38,66,91,8.541129638158274,3,10,2024,6,18,0.0,0.0,0
41,21.25,6.63,9.38,9,12,204,98,10.62715613896129,1,1,2024,1,19,0.0,0.0,1
20,21.28,5.68,8.4,9,65,211,26,8.915384969673589,10,2,2024,3,13,0.0,1.0,0
36,20.33,3.05,6.72,7,29,41,164,4.803723919497935,8,10,2024,6,4,0.0,0.0,0
52,22.73,7.78,9.04,9,61,152,66,9.426972811290105,2,5,2024,9,13,1.0,0.0,0
37,22.9,5.32,6.42,3,43,148,179,9.581815038784146,10,7,2024,9,12,0.0,0.0,1
20,23.48,4.57,5.09,2,87,26,28,8.32983322369289,5,4,2024,9,13,0.0,1.0,1
57,20.68,1.53,4.85,7,84,277,71,4.330807141617695,8,3,2024,4,11,1.0,0.0,0
53,23.55,7.76,8.21,3,10,252,159,10.05959112952788,6,9,2024,12,30,0.0,0.0,1
46,21.88,3.75,5.87,8,44,287,122,9.64295689799368,3,10,2024,3,5,0.0,1.0,0
25,23.2,4.48,5.28,10,77,25,165,7.287619305000998,1,10,2024,8,30,0.0,1.0,1
40,21.67,4.2,6.54,4,2,182,106,10.759007424454856,8,6,2024,9,23,0.0,0.0,0
25,22.78,7.11,8.32,3,72,71,7,4.004222749486659,7,6,2024,3,9,0.0,1.0,0
51,22.7,5.43,6.73,3,43,174,139,6.926864690020384,7,4,2024,3,21,1.0,0.0,0
47,20.32,5.5,9.19,10,55,213,41,11.919470124289589,6,6,2024,5,18,1.0,0.0,0
53,22.1,3.29,5.19,4,33,62,1,4.043584221798311,4,7,2024,6,14,0.0,0.0,0
54,21.63,3.95,6.31,2,79,77,123,9.364566789808876,7,10,2024,8,1,0.0,0.0,0
26,22.18,3.28,5.1,4,20,75,150,7.078711683028335,5,7,2024,1,30,1.0,0.0,0
18,23.1,5.04,5.94,8,77,6,134,8.160547104009593,7,9,2024,3,1,0.0,0.0,1
31,22.28,7.63,9.35,1,54,2,130,10.942232278551971,6,1,2024,1,20,0.0,0.0,1
52,22.78,3.71,4.93,9,17,2,27,8.996679236442343,6,5,2024,12,21,0.0,0.0,0
18,20.3,5.08,8.78,4,40,80,101,11.22588862955016,1,4,2024,10,12,1.0,0.0,1
40,21.97,6.32,8.35,9,19,168,74,5.515131862971959,4,1,2024,3,22,0.0,0.0,1
31,21.45,5.94,8.49,6,34,286,97,6.692608333899121,1,1,2024,8,5,1.0,0.0,0
58,23.35,4.5,5.15,3,62,211,135,6.681138123684631,4,9,2024,12,6,1.0,0.0,0
56,21.18,3.33,6.15,6,86,122,82,7.013958336764528,3,2,2024,6,1,0.0,0.0,0
53,20.92,5.12,8.2,9,81,106,10,7.17126802639539,2,2,2024,6,19,1.0,0.0,0
55,22.38,5.68,7.3,3,13,263,76,8.996779848154837,7,6,2024,10,12,0.0,1.0,0
55,21.92,3.92,6.0,1,16,228,26,6.491278312142664,9,6,2024,5,31,1.0,0.0,1
38,21.98,4.46,6.47,5,20,256,158,5.337354301725312,6,2,2024,12,17,0.0,0.0,0
21,23.33,8.21,8.88,5,19,125,168,5.374284163664582,4,9,2024,1,25,0.0,1.0,1
34,23.73,7.13,7.39,4,49,178,119,8.623385366479383,2,4,2024,11,20,0.0,1.0,0
39,23.37,6.56,7.2,6,39,260,2,4.66766884113901,5,9,2024,5,2,0.0,1.0,1
25,21.37,4.77,7.4,9,84,292,133,6.5270102471357685,10,10,2024,12,20,0.0,1.0,0
45,20.0,1.38,5.38,3,7,274,35,9.175881595024304,2,7,2024,2,26,0.0,1.0,0
56,21.68,7.14,9.46,6,86,296,23,5.704777555548636,1,1,2024,9,10,0.0,1.0,0
32,22.35,4.31,5.96,5,82,1,93,7.905015627762891,1,1,2024,3,30,0.0,0.0,1
55,21.7,4.12,6.42,4,23,27,145,9.774803521397915,2,3,2024,5,10,1.0,0.0,0
28,23.42,6.27,6.85,1,8,25,5,6.870675351501458,10,1,2024,7,4,1.0,0.0,0
35,21.45,2.52,5.07,6,24,261,105,10.122750045567336,5,2,2024,4,21,0.0,1.0,0
41,22.7,6.67,7.97,3,24,104,22,11.226672510512037,1,9,2024,4,5,1.0,0.0,1
58,21.48,2.78,5.3,6,56,216,30,10.731468717080174,3,6,2024,1,14,0.0,0.0,0
45,21.88,7.1,9.22,8,14,113,4,5.266889474244557,3,3,2024,6,23,0.0,0.0,0
34,20.6,3.76,7.16,1,29,236,112,4.922623457320959,10,9,2024,12,23,1.0,0.0,0
35,23.6,4.85,5.25,10,21,23,139,11.231130752715456,4,7,2024,8,21,1.0,0.0,0
30,22.5,7.06,8.56,8,80,40,12,9.874687024579364,10,4,2024,2,22,0.0,0.0,1
23,20.77,4.87,8.11,7,5,225,52,9.191350036055937,5,7,2024,7,23,0.0,0.0,0
38,22.2,5.91,7.71,10,22,287,71,8.200199819405558,4,1,2024,5,2,1.0,0.0,0
28,21.07,3.06,5.99,10,78,35,128,5.9408369177565845,9,1,2024,11,8,0.0,0.0,1
32,22.93,6.6,7.67,6,88,177,116,10.979892122067142,5,7,2024,6,6,0.0,1.0,0
36,23.88,4.48,4.6,1,33,78,178,9.60591184950016,10,9,2024,8,24,0.0,1.0,0
36,23.13,4.6,5.46,9,50,49,116,4.8589857155860585,6,3,2024,9,24,0.0,1.0,1
35,23.25,5.44,6.19,6,61,179,132,4.802484375135658,9,5,2024,1,6,0.0,1.0,0
58,21.52,2.86,5.34,1,37,246,91,5.102178264377736,10,3,2024,6,17,1.0,0.0,0
50,20.25,1.83,5.58,9,10,120,135,5.698925858199899,2,1,2024,9,2,0.0,0.0,0
55,21.7,5.1,7.4,1,1,166,141,11.417766350712784,10,8,2024,5,31,0.0,1.0,0
57,20.98,5.71,8.72,5,72,185,170,9.814092829483094,6,8,2024,2,13,1.0,0.0,1
47,20.63,3.15,6.52,9,19,60,24,6.858276545074737,6,9,2024,10,16,0.0,0.0,0
31,23.8,5.27,5.47,5,10,234,39,5.274620943516212,7,6,2024,11,10,1.0,0.0,0
21,20.8,4.39,7.59,4,2,10,4,10.403365927019554,9,6,2024,4,19,1.0,0.0,1
55,21.68,4.16,6.47,9,83,17,151,5.643157914533925,1,6,2024,3,22,0.0,0.0,1
40,23.83,8.55,8.71,1,13,272,121,7.965573580638631,1,3,2024,2,3,0.0,0.0,1
22,22.85,6.07,7.22,3,79,67,90,10.885625383276825,10,2,2024,3,15,0.0,1.0,1
43,23.33,5.45,6.12,7,11,175,102,10.24346765191076,5,2,2024,4,11,1.0,0.0,0
51,20.58,2.91,6.33,3,74,130,105,9.770734632176678,10,10,2024,9,11,0.0,1.0,1
49,20.28,4.02,7.74,1,88,153,4,9.56022706687245,9,9,2024,4,18,0.0,0.0,1
